Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
26,Blue-collar,Single,Secondary,No,179,No,No,Cellular,30,July,103,3,-1,0,N/A,No
47,Admin.,Single,Secondary,No,1544,Yes,No,Cellular,6,April,104,1,312,1,Failure,No
48,Blue-collar,Married,Primary,No,199,No,No,Telephone,18,August,29,2,-1,0,N/A,No
60,Blue-collar,Married,N/A,No,231,Yes,No,N/A,12,May,57,2,-1,0,N/A,No
27,Admin.,Divorced,Secondary,No,76,Yes,No,N/A,4,June,236,1,-1,0,N/A,No
30,Unemployed,Single,Tertiary,No,302,No,No,Cellular,11,February,528,3,-1,0,N/A,Yes
28,Admin.,Single,Secondary,No,189,Yes,No,Cellular,31,July,68,2,-1,0,N/A,No
58,Retired,Married,Primary,No,565,No,No,Telephone,7,July,876,1,-1,0,N/A,Yes
37,Entrepreneur,Married,Tertiary,No,310,No,No,Cellular,1,September,76,1,-1,0,N/A,No
36,Services,Married,Secondary,No,1746,Yes,No,N/A,26,May,99,1,-1,0,N/A,No
39,Technician,Married,Secondary,No,6,Yes,No,Cellular,18,May,122,3,357,4,Failure,No
52,Unemployed,Married,Primary,No,-110,No,Yes,Cellular,29,January,141,1,-1,0,N/A,No
55,Retired,Married,Secondary,No,2749,Yes,Yes,N/A,29,May,58,2,-1,0,N/A,No
30,Management,Single,Tertiary,No,6495,No,No,Cellular,30,March,78,3,-1,0,N/A,No
36,Blue-collar,Single,Secondary,No,35,Yes,No,N/A,3,June,435,3,-1,0,N/A,No
39,Admin.,Married,Secondary,No,-650,No,No,Cellular,15,May,123,2,364,1,Failure,No
47,Blue-collar,Married,Primary,No,292,No,Yes,Telephone,28,July,210,3,-1,0,N/A,No
42,Housemaid,Single,Primary,No,5774,Yes,No,N/A,15,May,54,2,-1,0,N/A,No
42,Management,Married,Secondary,No,2416,Yes,No,N/A,20,May,138,4,-1,0,N/A,No
58,Retired,Married,Secondary,No,35,No,No,Cellular,29,July,336,7,-1,0,N/A,No
68,Retired,Married,Secondary,No,19317,Yes,No,Cellular,4,August,249,1,-1,0,N/A,Yes
43,Technician,Married,Secondary,No,50,No,No,N/A,28,May,63,1,-1,0,N/A,No
44,Blue-collar,Married,Secondary,No,-674,Yes,No,N/A,5,May,257,1,-1,0,N/A,No
49,Technician,Married,Tertiary,No,3726,No,No,Cellular,5,August,875,2,-1,0,N/A,Yes
57,Retired,Married,Tertiary,No,1180,Yes,Yes,N/A,14,May,191,2,-1,0,N/A,No
61,Self-employed,Divorced,Tertiary,No,6610,No,No,Cellular,24,February,481,2,-1,0,N/A,Yes
36,Admin.,Single,Secondary,No,319,Yes,No,Cellular,18,May,120,2,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,1545,Yes,Yes,Cellular,13,May,207,1,-1,0,N/A,No
51,Technician,Married,Tertiary,No,1315,No,No,Telephone,5,June,303,2,-1,0,N/A,No
31,Technician,Single,Tertiary,No,424,No,No,Cellular,21,August,93,2,-1,0,N/A,No
56,Blue-collar,Married,Primary,No,151,No,No,Cellular,3,February,128,1,-1,0,N/A,No
30,Technician,Single,Tertiary,No,-970,No,Yes,Cellular,21,August,194,2,-1,0,N/A,No
38,Services,Married,Secondary,No,-762,Yes,Yes,N/A,30,May,408,2,-1,0,N/A,No
35,Services,Married,Secondary,No,181,Yes,No,Cellular,31,July,5,3,-1,0,N/A,No
31,Blue-collar,Married,N/A,No,-120,Yes,No,Cellular,17,July,231,2,-1,0,N/A,No
39,Admin.,Divorced,Secondary,No,1022,Yes,No,N/A,20,June,20,3,-1,0,N/A,No
50,Management,Married,Tertiary,No,78,Yes,No,Cellular,14,January,218,3,161,9,other,No
39,Technician,Married,Tertiary,No,209,No,No,N/A,23,July,36,2,-1,0,N/A,No
26,Admin.,Married,Secondary,No,2469,No,No,Cellular,16,July,136,8,-1,0,N/A,No
55,Technician,Married,Secondary,No,0,No,No,Cellular,19,November,336,1,-1,0,N/A,No
43,Blue-collar,Divorced,Primary,No,328,No,Yes,Cellular,8,July,192,1,-1,0,N/A,No
34,Housemaid,Married,Tertiary,No,0,No,No,Cellular,26,May,141,1,188,1,Failure,No
51,Self-employed,Married,Primary,No,307,Yes,Yes,N/A,17,June,65,2,-1,0,N/A,No
31,Management,Married,Tertiary,No,1384,Yes,No,Cellular,30,January,203,2,2,3,other,No
32,Management,Married,Tertiary,No,0,No,No,Cellular,26,August,104,9,-1,0,N/A,No
53,Technician,Married,Secondary,No,719,Yes,No,N/A,14,May,230,1,-1,0,N/A,No
44,Management,Divorced,Tertiary,No,0,No,No,Cellular,10,August,71,1,-1,0,N/A,No
38,Entrepreneur,Married,Tertiary,No,6704,Yes,No,N/A,21,May,205,2,-1,0,N/A,No
47,Self-employed,Married,Tertiary,No,4543,Yes,No,N/A,14,May,162,1,-1,0,N/A,No
36,Management,Married,Tertiary,No,0,Yes,No,N/A,27,May,145,2,-1,0,N/A,No
30,Management,Single,Tertiary,No,149,Yes,No,N/A,3,June,220,2,-1,0,N/A,No
46,Blue-collar,Married,Secondary,No,-1400,Yes,No,Telephone,6,May,309,3,355,4,Failure,No
33,Entrepreneur,Married,Secondary,No,-118,Yes,Yes,N/A,27,May,421,3,-1,0,N/A,No
43,Blue-collar,Married,Secondary,No,2160,No,No,Cellular,8,September,261,1,98,1,Success,Yes
38,Management,Married,Tertiary,No,3452,No,No,Cellular,13,August,132,2,-1,0,N/A,No
27,Technician,Single,Secondary,No,842,No,No,Cellular,30,July,273,1,91,1,other,No
38,Management,Married,N/A,No,3576,No,No,Cellular,25,November,349,2,183,1,Success,Yes
41,Unemployed,Married,Tertiary,No,1666,No,No,N/A,9,June,291,3,-1,0,N/A,No
29,Technician,Married,Secondary,No,0,Yes,No,Cellular,28,July,83,6,-1,0,N/A,No
39,Services,Married,Secondary,No,0,Yes,No,N/A,20,May,793,2,-1,0,N/A,No
42,Blue-collar,Single,Primary,No,1628,Yes,No,Cellular,5,February,119,1,195,8,Success,No
47,Services,Married,Secondary,No,51,Yes,Yes,N/A,16,May,312,1,-1,0,N/A,No
30,Blue-collar,Single,Secondary,Yes,447,No,No,N/A,14,May,103,6,-1,0,N/A,No
34,Admin.,Married,Secondary,No,396,Yes,No,Cellular,16,July,101,3,-1,0,N/A,No
45,Housemaid,Married,Primary,No,4994,No,No,N/A,20,June,48,1,-1,0,N/A,No
43,Admin.,Married,Secondary,No,3215,Yes,No,Cellular,21,July,228,3,-1,0,N/A,No
59,Blue-collar,Married,Primary,No,2814,No,No,N/A,20,June,81,3,-1,0,N/A,No
50,Technician,Married,Secondary,No,0,No,No,Cellular,7,July,152,2,-1,0,N/A,No
39,Blue-collar,Married,Secondary,No,293,Yes,No,N/A,23,May,160,3,-1,0,N/A,No
36,Technician,Married,Secondary,No,474,Yes,No,N/A,27,May,59,1,-1,0,N/A,No
44,Blue-collar,Married,Secondary,No,16178,Yes,No,Cellular,21,November,297,1,-1,0,N/A,No
36,Technician,Married,Tertiary,No,0,No,No,Cellular,22,August,147,2,-1,0,N/A,No
27,Management,Single,Tertiary,No,88,No,No,Cellular,4,May,143,1,-1,0,N/A,No
29,Services,Married,Secondary,No,308,Yes,No,N/A,28,May,75,1,-1,0,N/A,No
70,Retired,Married,Secondary,No,1164,No,No,Telephone,14,May,338,3,185,2,Failure,No
44,Management,Married,Tertiary,No,13893,No,No,N/A,11,June,29,2,-1,0,N/A,No
55,Management,Married,Tertiary,No,0,Yes,No,N/A,14,May,159,2,-1,0,N/A,No
36,Technician,Divorced,Secondary,No,-435,Yes,No,N/A,2,June,85,8,-1,0,N/A,No
28,Technician,Single,Secondary,No,389,Yes,No,Cellular,11,May,15,7,-1,0,N/A,No
50,Management,Divorced,Tertiary,No,356,No,No,Cellular,8,May,198,2,358,5,other,No
49,Technician,Married,Secondary,No,2718,No,No,N/A,19,May,114,2,-1,0,N/A,No
71,Retired,Divorced,Tertiary,No,261,No,No,Cellular,12,August,1117,2,-1,0,N/A,No
31,Admin.,Single,Secondary,No,757,No,No,Cellular,3,February,343,2,-1,0,N/A,No
45,Management,Single,Tertiary,No,16,No,No,Cellular,31,July,59,2,-1,0,N/A,No
42,Blue-collar,Married,Secondary,No,-422,No,No,Cellular,9,July,31,1,-1,0,N/A,No
45,Admin.,Married,Secondary,No,248,No,No,Cellular,16,July,212,2,-1,0,N/A,No
47,Technician,Married,Primary,No,145,Yes,No,N/A,7,May,157,6,-1,0,N/A,No
60,Retired,Divorced,Secondary,No,598,No,Yes,Cellular,8,July,96,1,-1,0,N/A,No
35,Management,Married,Tertiary,No,949,Yes,No,N/A,27,May,245,2,-1,0,N/A,No
31,Technician,Single,Tertiary,No,614,No,No,Cellular,11,August,72,4,-1,0,N/A,No
33,Blue-collar,Married,Primary,No,1209,Yes,No,Cellular,16,April,700,1,-1,0,N/A,No
50,Self-employed,Married,Tertiary,No,202,Yes,No,Cellular,15,April,107,1,148,4,Failure,No
51,Blue-collar,Married,Secondary,No,1840,Yes,No,Cellular,18,August,312,3,-1,0,N/A,No
34,Technician,Married,Secondary,No,114,Yes,Yes,Cellular,4,June,153,1,309,3,other,No
56,Services,Married,Secondary,No,-229,No,Yes,Cellular,23,July,55,10,-1,0,N/A,No
29,Services,Married,Secondary,No,182,Yes,No,Telephone,13,May,38,3,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,401,No,No,Cellular,14,August,96,3,-1,0,N/A,No
44,Technician,Divorced,N/A,No,759,Yes,No,N/A,23,May,397,1,-1,0,N/A,No
55,Retired,Married,Secondary,No,4194,No,Yes,Telephone,30,July,208,3,-1,0,N/A,No
35,Student,Single,N/A,No,0,No,No,Telephone,28,January,122,3,-1,0,N/A,No
36,Technician,Married,Tertiary,No,629,Yes,Yes,Cellular,29,December,109,1,246,1,Failure,No
54,Retired,Married,Secondary,No,153,Yes,Yes,N/A,26,May,74,1,-1,0,N/A,No
32,Management,Married,Tertiary,No,553,Yes,No,Cellular,22,July,72,1,-1,0,N/A,No
36,Management,Divorced,Tertiary,No,1057,No,No,Cellular,5,February,383,2,-1,0,N/A,No
60,Retired,Married,Secondary,No,78,Yes,No,N/A,12,May,113,3,-1,0,N/A,No
32,Technician,Single,Secondary,No,-28,No,Yes,N/A,4,July,400,1,-1,0,N/A,No
57,Management,Married,Tertiary,No,929,No,No,Cellular,19,August,387,8,-1,0,N/A,No
34,Blue-collar,Married,Primary,No,428,Yes,No,Cellular,18,May,59,2,-1,0,N/A,No
27,Student,Single,Secondary,No,268,Yes,No,Cellular,13,May,528,1,358,2,Failure,No
52,Management,Single,Tertiary,No,83,No,No,Cellular,26,August,1223,6,-1,0,N/A,Yes
45,Admin.,Divorced,N/A,No,998,Yes,No,Telephone,30,July,38,2,-1,0,N/A,No
58,Admin.,Single,Secondary,No,2223,No,No,Cellular,4,December,1139,2,114,1,Success,No
39,Blue-collar,Single,Primary,No,6,Yes,No,Cellular,19,November,286,2,-1,0,N/A,No
48,Blue-collar,Single,Secondary,No,312,Yes,Yes,Cellular,3,February,369,2,-1,0,N/A,No
36,Management,Single,Secondary,No,0,No,No,Cellular,13,August,333,5,-1,0,N/A,No
31,Technician,Single,Secondary,No,691,Yes,No,Cellular,8,May,198,1,-1,0,N/A,No
41,Management,Married,Tertiary,No,771,Yes,No,Cellular,26,August,106,8,-1,0,N/A,No
30,Self-employed,Single,Secondary,No,192,No,No,Cellular,22,July,423,1,-1,0,N/A,No
57,Retired,Married,Tertiary,No,0,No,No,Cellular,12,August,116,4,-1,0,N/A,No
29,Admin.,Single,Secondary,No,1070,Yes,No,N/A,19,May,30,1,357,1,other,Yes
29,Services,Divorced,Secondary,No,84,Yes,No,Cellular,13,April,1101,2,-1,0,N/A,Yes
30,Management,Single,Tertiary,No,2,No,No,Cellular,16,June,102,1,85,1,Failure,No
44,Management,Married,Tertiary,No,1242,Yes,No,Cellular,6,August,384,6,-1,0,N/A,No
33,Student,Single,N/A,No,5969,No,No,Cellular,4,September,156,2,127,8,Failure,No
56,Admin.,Divorced,Secondary,No,3337,Yes,No,Telephone,17,November,99,3,-1,0,N/A,No
26,Services,Single,Secondary,No,1347,No,No,Telephone,18,June,280,6,92,5,other,Yes
52,Technician,Married,Secondary,No,64,No,No,Telephone,29,August,20,2,-1,0,N/A,No
32,Management,Single,Secondary,No,249,Yes,No,N/A,2,June,258,1,-1,0,N/A,No
36,Technician,Single,Secondary,No,0,No,No,Cellular,29,August,85,6,-1,0,N/A,No
26,Blue-collar,Married,Secondary,No,128,No,No,N/A,4,July,355,1,-1,0,N/A,No
37,Blue-collar,Married,Secondary,No,196,Yes,No,N/A,5,June,66,3,-1,0,N/A,No
34,Technician,Married,Secondary,No,351,Yes,No,Cellular,18,July,467,1,-1,0,N/A,No
26,Services,Single,Secondary,No,5533,Yes,No,Cellular,7,May,582,2,283,4,Failure,No
32,Services,Married,Secondary,No,38,Yes,No,Cellular,15,May,744,1,-1,0,N/A,Yes
30,Management,Single,Tertiary,Yes,35,No,No,Cellular,30,July,185,4,-1,0,N/A,No
27,Technician,Single,Secondary,No,235,Yes,No,Cellular,12,May,13,5,-1,0,N/A,No
42,Admin.,Single,Secondary,No,30,Yes,No,Cellular,4,February,98,1,266,3,Failure,No
33,Blue-collar,Single,Primary,No,92,Yes,No,N/A,9,May,127,1,-1,0,N/A,No
37,Blue-collar,Married,Secondary,No,67,No,No,N/A,3,June,45,2,-1,0,N/A,No
45,Blue-collar,Married,Secondary,No,4022,Yes,No,Cellular,29,January,244,3,-1,0,N/A,No
36,Entrepreneur,Married,Tertiary,No,3057,No,No,N/A,16,June,2769,4,-1,0,N/A,Yes
39,Management,Single,Tertiary,No,0,Yes,No,Cellular,12,May,561,4,369,3,Failure,No
33,Management,Single,Tertiary,No,349,No,No,Cellular,22,August,182,1,-1,0,N/A,No
47,Services,Married,Secondary,No,2322,No,No,Cellular,22,August,618,1,-1,0,N/A,No
49,Entrepreneur,Married,Secondary,No,167,Yes,Yes,N/A,6,May,198,3,-1,0,N/A,No
46,Management,Divorced,Secondary,No,558,No,No,Cellular,19,August,126,6,-1,0,N/A,No
31,Services,Married,Secondary,No,-230,Yes,Yes,Cellular,16,July,715,1,-1,0,N/A,No
43,Unemployed,Divorced,Secondary,No,4094,Yes,No,Cellular,21,November,63,1,-1,0,N/A,No
30,Blue-collar,Single,Secondary,Yes,239,Yes,No,N/A,21,May,412,1,-1,0,N/A,Yes
43,Management,Divorced,Tertiary,No,497,No,No,Cellular,13,May,66,1,363,22,Failure,No
42,Blue-collar,Married,Secondary,No,179,Yes,No,Cellular,17,November,96,1,-1,0,N/A,No
30,Admin.,Single,Tertiary,No,305,No,No,Cellular,30,April,633,1,85,2,Success,Yes
33,Management,Single,Tertiary,No,-67,Yes,No,N/A,5,May,364,1,-1,0,N/A,No
41,Admin.,Married,Secondary,No,4539,No,No,N/A,30,May,298,3,-1,0,N/A,No
29,Blue-collar,Single,Secondary,No,770,Yes,No,Cellular,17,April,341,1,-1,0,N/A,No
38,Unemployed,Married,Secondary,No,-673,Yes,No,N/A,26,May,364,1,-1,0,N/A,No
29,Technician,Married,Tertiary,No,858,Yes,No,Cellular,12,June,234,7,330,1,Failure,No
80,Housemaid,Married,Primary,No,0,No,No,Cellular,23,February,639,1,189,1,Failure,Yes
38,Management,Single,Tertiary,No,5244,No,No,Cellular,8,August,310,4,-1,0,N/A,No
36,Blue-collar,Divorced,Primary,No,117,Yes,No,N/A,2,June,123,4,-1,0,N/A,No
38,Self-employed,Married,Tertiary,No,846,No,No,Cellular,2,June,253,1,-1,0,N/A,No
44,Management,Married,Secondary,Yes,0,Yes,No,Cellular,11,July,96,2,-1,0,N/A,No
31,Management,Married,Tertiary,No,1331,No,No,Cellular,30,April,297,1,86,3,Success,Yes
31,Services,Single,Secondary,No,31,Yes,Yes,N/A,26,May,501,2,-1,0,N/A,No
57,Admin.,Divorced,Primary,No,179,Yes,No,Cellular,15,May,67,1,368,2,Failure,No
37,Blue-collar,Married,Primary,No,543,Yes,No,N/A,21,May,281,1,-1,0,N/A,No
50,Blue-collar,Married,Secondary,No,253,Yes,Yes,Cellular,5,May,475,2,-1,0,N/A,No
60,Retired,Married,Primary,No,71188,No,No,Cellular,6,October,205,1,-1,0,N/A,No
51,Management,Married,Tertiary,No,5108,Yes,No,Cellular,8,October,272,1,102,8,other,No
48,Blue-collar,Married,Secondary,No,1738,Yes,No,Cellular,15,April,349,1,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,-97,Yes,No,Cellular,3,February,216,4,271,5,Failure,No
36,Blue-collar,Married,Secondary,No,199,Yes,No,Cellular,9,July,183,1,-1,0,N/A,No
43,Management,Married,Tertiary,No,489,Yes,No,Cellular,8,May,130,1,172,2,other,No
31,Admin.,Married,Primary,No,355,Yes,Yes,N/A,4,June,61,6,-1,0,N/A,No
49,Technician,Single,Secondary,No,-97,Yes,No,N/A,6,June,92,2,-1,0,N/A,No
35,Management,Divorced,Tertiary,No,473,No,Yes,Cellular,5,August,37,2,-1,0,N/A,No
44,Entrepreneur,Married,Secondary,No,6649,Yes,No,Cellular,19,November,354,2,-1,0,N/A,No
34,Self-employed,Married,Tertiary,No,263,No,No,Cellular,4,May,203,1,78,8,other,No
46,Blue-collar,Married,Secondary,No,781,No,No,N/A,13,May,152,1,-1,0,N/A,No
49,Blue-collar,Married,Primary,No,1032,Yes,No,N/A,2,June,41,5,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,119,No,No,Cellular,4,May,20,5,-1,0,N/A,No
35,Management,Divorced,Tertiary,No,434,Yes,No,Cellular,11,May,277,1,271,2,Success,No
51,Admin.,Married,Secondary,No,2967,No,No,N/A,17,June,83,2,-1,0,N/A,No
57,Retired,Divorced,Secondary,No,-331,Yes,No,N/A,6,May,531,1,-1,0,N/A,No
59,Management,Married,Tertiary,No,1585,No,No,Telephone,28,August,91,5,-1,0,N/A,No
40,Services,Divorced,N/A,No,4384,Yes,No,N/A,5,May,315,1,-1,0,N/A,No
49,Management,Single,Tertiary,No,588,No,No,Cellular,28,August,70,9,-1,0,N/A,No
51,Management,Married,Secondary,No,3180,Yes,No,Cellular,9,July,384,1,-1,0,N/A,No
35,Admin.,Married,Secondary,Yes,0,No,Yes,N/A,4,July,105,3,-1,0,N/A,No
29,Self-employed,Married,Secondary,No,-76,Yes,No,N/A,27,May,305,2,-1,0,N/A,No
32,Services,Single,Secondary,No,152,Yes,No,Cellular,25,May,158,2,-1,0,N/A,Yes
37,Housemaid,Divorced,Secondary,No,1040,Yes,No,Cellular,13,May,199,1,173,2,Failure,No
49,Unemployed,Married,Primary,No,-384,Yes,No,N/A,27,May,25,1,-1,0,N/A,No
45,Technician,Married,N/A,No,473,Yes,No,N/A,27,May,147,1,-1,0,N/A,No
34,Technician,Single,Secondary,No,475,Yes,No,Cellular,29,July,538,8,-1,0,N/A,No
53,Technician,Married,Secondary,No,0,No,No,Cellular,22,August,77,9,-1,0,N/A,No
42,Entrepreneur,Married,Primary,No,149,No,No,Cellular,20,August,94,2,-1,0,N/A,No
43,Technician,Married,Secondary,No,3285,Yes,No,N/A,13,May,1721,2,-1,0,N/A,Yes
52,Retired,Married,Secondary,No,424,No,No,Cellular,19,November,143,1,154,3,Failure,No
34,Blue-collar,Single,Secondary,No,79,No,Yes,Cellular,20,November,104,1,-1,0,N/A,No
34,Technician,Divorced,Tertiary,No,674,Yes,No,Cellular,7,August,587,2,-1,0,N/A,Yes
27,Services,Married,Secondary,No,0,Yes,No,Cellular,22,July,1608,13,-1,0,N/A,Yes
43,Unemployed,Married,Tertiary,No,58,Yes,No,Cellular,9,February,48,4,-1,0,N/A,No
41,Technician,Married,Tertiary,No,532,Yes,No,Cellular,9,July,74,1,-1,0,N/A,No
72,Retired,Married,Secondary,No,4130,No,No,Cellular,12,November,427,1,-1,0,N/A,No
35,Blue-collar,Married,Primary,No,422,Yes,No,Cellular,14,May,73,1,-1,0,N/A,No
41,Management,Married,Tertiary,No,437,Yes,No,N/A,3,June,14,21,-1,0,N/A,No
36,Blue-collar,Divorced,Primary,No,-308,Yes,No,Cellular,12,May,725,1,-1,0,N/A,Yes
51,Housemaid,Married,Primary,No,30,Yes,No,Cellular,14,July,333,2,-1,0,N/A,No
37,Self-employed,Married,Tertiary,No,137,No,No,Cellular,13,August,244,6,-1,0,N/A,No
42,Admin.,Single,Secondary,No,-247,Yes,Yes,Telephone,21,October,519,1,166,1,other,Yes
26,Admin.,Single,Secondary,No,321,Yes,No,Cellular,22,July,242,7,-1,0,N/A,No
23,Services,Single,Secondary,No,250,Yes,No,Cellular,18,May,222,1,-1,0,N/A,No
50,Management,Married,Tertiary,No,-470,Yes,No,Cellular,19,November,130,2,160,1,Failure,No
37,Blue-collar,Married,Secondary,No,140,Yes,Yes,Cellular,7,May,490,1,-1,0,N/A,No
35,Management,Married,Tertiary,No,2793,No,No,Cellular,20,November,258,2,-1,0,N/A,No
37,Management,Married,Tertiary,No,410,No,No,Cellular,29,January,337,2,-1,0,N/A,No
79,Retired,Divorced,N/A,No,2628,No,No,Telephone,8,July,220,7,450,2,Failure,No
39,Technician,Married,Secondary,No,116,No,No,Cellular,24,August,79,2,94,2,Success,No
47,Services,Married,Secondary,No,0,Yes,No,Telephone,9,July,250,1,-1,0,N/A,No
44,Blue-collar,Married,Secondary,No,878,Yes,No,Cellular,2,June,130,1,-1,0,N/A,No
36,Management,Single,Tertiary,No,2944,No,No,Cellular,18,August,882,8,-1,0,N/A,Yes
33,Blue-collar,Single,Secondary,No,3975,Yes,Yes,Cellular,17,April,515,1,150,1,other,No
42,Services,Married,Secondary,No,96,Yes,No,Cellular,5,May,238,3,340,2,Failure,No
35,Technician,Single,Tertiary,No,2288,No,No,Telephone,28,May,32,2,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,472,Yes,No,N/A,13,May,907,2,-1,0,N/A,No
58,Services,Married,Primary,No,65,No,No,N/A,27,June,162,1,-1,0,N/A,No
46,Management,Married,Tertiary,No,0,No,No,N/A,7,May,70,2,-1,0,N/A,No
41,Admin.,Single,Secondary,No,400,Yes,No,N/A,4,June,99,6,-1,0,N/A,No
58,Technician,Married,Secondary,No,7495,Yes,No,N/A,13,May,325,1,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,137,No,Yes,Cellular,18,July,305,12,-1,0,N/A,No
31,Unemployed,Married,Secondary,No,24,Yes,No,Cellular,19,November,631,1,-1,0,N/A,No
55,Technician,Divorced,Secondary,No,3450,No,No,Cellular,10,February,169,1,183,1,Failure,Yes
38,Technician,Single,Secondary,No,311,Yes,No,Cellular,28,May,61,2,-1,0,N/A,No
55,Housemaid,Married,Secondary,No,139,No,No,Cellular,22,August,256,2,-1,0,N/A,No
47,Management,Single,Tertiary,No,0,No,No,N/A,11,June,58,3,-1,0,N/A,No
51,Housemaid,Married,Primary,No,492,Yes,No,N/A,20,May,142,3,-1,0,N/A,No
46,Management,Single,Tertiary,No,334,Yes,No,Telephone,4,May,36,6,90,2,other,No
61,Management,Married,Tertiary,No,997,No,No,Cellular,10,March,106,1,-1,0,N/A,Yes
47,Management,Single,Tertiary,No,440,No,No,Cellular,21,August,71,4,-1,0,N/A,No
34,Technician,Married,Secondary,No,47,No,No,Cellular,25,August,132,6,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,1298,Yes,No,N/A,20,May,120,1,-1,0,N/A,No
41,Management,Divorced,Tertiary,No,3355,No,No,Cellular,14,October,181,2,500,1,Failure,No
36,Blue-collar,Divorced,Secondary,No,-11,No,No,N/A,5,June,152,2,-1,0,N/A,No
26,Blue-collar,Single,Secondary,No,396,Yes,No,N/A,28,May,302,1,-1,0,N/A,No
35,Management,Married,Tertiary,No,8,No,No,Cellular,23,April,93,3,-1,0,N/A,Yes
36,Blue-collar,Married,Secondary,No,1409,No,No,N/A,17,June,235,2,-1,0,N/A,No
26,Management,Single,Tertiary,No,170,No,No,Cellular,15,June,129,1,-1,0,N/A,Yes
58,Management,Married,Primary,No,2769,Yes,No,Cellular,11,July,94,2,-1,0,N/A,No
50,Blue-collar,Married,Secondary,No,2320,Yes,No,Cellular,7,April,310,1,-1,0,N/A,No
61,Retired,Married,Secondary,No,76,Yes,No,Cellular,15,July,195,7,-1,0,N/A,No
28,Technician,Single,Secondary,No,2034,Yes,No,N/A,21,May,196,1,-1,0,N/A,No
49,Blue-collar,Single,Primary,No,3018,Yes,No,N/A,15,May,93,1,-1,0,N/A,No
74,Retired,Married,Secondary,No,921,No,No,Telephone,17,April,394,2,-1,0,N/A,Yes
53,Blue-collar,Married,Secondary,No,483,Yes,No,Cellular,3,February,288,3,-1,0,N/A,No
46,Self-employed,Married,Secondary,No,390,Yes,No,Cellular,31,July,208,2,-1,0,N/A,No
47,Management,Married,Tertiary,No,0,No,No,Cellular,27,October,508,1,-1,0,N/A,Yes
42,Blue-collar,Single,Primary,No,92,No,No,Cellular,30,July,86,2,-1,0,N/A,No
56,Services,Married,Secondary,No,22196,Yes,No,Cellular,21,November,189,1,-1,0,N/A,No
42,Technician,Married,Secondary,No,2,No,No,N/A,29,May,249,2,-1,0,N/A,No
49,Housemaid,Married,Primary,No,249,Yes,No,Cellular,21,November,450,1,-1,0,N/A,No
43,Unemployed,Single,N/A,No,3274,Yes,No,Cellular,22,May,680,1,95,1,Failure,No
39,Services,Married,Secondary,No,5731,Yes,No,N/A,20,May,175,2,-1,0,N/A,No
66,Retired,Married,Primary,No,206,No,No,Cellular,9,February,479,1,-1,0,N/A,Yes
30,Technician,Single,Tertiary,No,2325,No,No,Cellular,5,April,270,3,241,4,other,No
38,Management,Single,Tertiary,No,0,No,No,Cellular,24,July,164,1,-1,0,N/A,No
31,Blue-collar,Married,Secondary,No,1664,Yes,No,Cellular,20,April,158,1,182,1,Success,No
32,Technician,Married,Secondary,No,3333,No,No,Cellular,8,August,50,4,-1,0,N/A,No
48,Technician,Married,Secondary,No,7020,No,No,Cellular,6,August,80,2,-1,0,N/A,No
34,Admin.,Married,Tertiary,No,37,No,No,Cellular,6,February,45,1,-1,0,N/A,No
28,Student,Single,Secondary,No,28,No,No,Cellular,29,January,220,2,-1,0,N/A,No
40,Admin.,Single,Secondary,No,1670,Yes,No,N/A,18,June,161,2,-1,0,N/A,No
36,Entrepreneur,Married,Secondary,No,134,No,No,N/A,20,May,98,1,-1,0,N/A,No
52,Retired,Married,Secondary,No,603,No,Yes,N/A,9,June,79,1,-1,0,N/A,No
46,Admin.,Married,Primary,No,276,Yes,Yes,N/A,6,May,157,2,-1,0,N/A,No
25,Technician,Single,Secondary,No,2157,Yes,No,Cellular,21,July,339,1,-1,0,N/A,No
52,Blue-collar,Married,Secondary,No,161,Yes,No,N/A,13,May,274,2,-1,0,N/A,No
40,Blue-collar,Married,Primary,No,3658,Yes,No,N/A,14,May,977,1,-1,0,N/A,No
26,Management,Divorced,Tertiary,Yes,-402,No,Yes,N/A,12,May,127,2,-1,0,N/A,No
26,Blue-collar,Single,Primary,No,3342,Yes,No,N/A,4,June,329,4,-1,0,N/A,No
35,Self-employed,Single,Secondary,No,1732,No,No,Telephone,21,November,1441,3,-1,0,N/A,No
40,Admin.,Single,Secondary,No,263,Yes,No,N/A,6,May,231,1,-1,0,N/A,No
31,Management,Married,Tertiary,No,623,Yes,No,Cellular,13,May,96,2,349,5,Failure,No
